,Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageCars,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,TotalSF,TotalBath,YrBltAndRemod,Porch_SF,Has2ndfloor,HasBsmt,HasFirePlace,Has2ndFlr,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Grvl,Street_Pave,Alley_Grvl,Alley_NotAvailable,Alley_Pave,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_NotAvailable,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_NotAvailable,Electrical_SBrkr,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_NotAvailable,MiscFeature_NotAvailable,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,Utilities_AllPub,Utilities_NoSeWa,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_NotAvailable,ExterCond,HeatingQC,BsmtFinType1,PoolQC,ExterQual,PavedDrive,CentralAir,BsmtExposure,GarageFinish,BsmtQual,BsmtFinType2,GarageCond,FireplaceQu,BsmtCond,KitchenQual,Functional,GarageQual,Neighborhood,Exterior2nd,Exterior1st,OverallQual_2,TotalSF_2,GrLivArea_2,TotalBsmtSF_2,GarageCars_2,TotalBath_2,YrBltAndRemod_2,FullBath_2,YearBuilt_2,YearRemodAdd_2,Foundation_PConc_2,MasVnrArea_2,HasFirePlace_2,Fireplaces_2,BsmtFinSF1_2,Porch_SF_2,SaleType_New_2,SaleCondition_Partial_2,LotArea_2,LotFrontage_2,MasVnrType_Stone_2,GarageType_Attchd_2,OpenPorchSF_2,WoodDeckSF_2,2ndFlrSF_2,HalfBath_2,CentralAir_2,GarageCond_2,MSZoning_RL_2,HouseStyle_2Story_2,GarageType_BuiltIn_2,Electrical_SBrkr_2,PavedDrive_2,RoofStyle_Hip_2,LotShape_IR1_2,BsmtUnfSF_2,BsmtFullBath_2,Neighborhood_2,GarageQual_2,MasVnrType_BrkFace_2,RoofMatl_WdShngl_2,Fence_NotAvailable_2,BedroomAbvGr_2,HasBsmt_2,BldgType_1Fam_2,Has2ndfloor_2,Has2ndFlr_2,ExterCond_2,LotConfig_CulDSac_2,Alley_NotAvailable_2,LandContour_HLS_2,LotShape_IR2_2,Condition1_Norm_2,Functional_2,ScreenPorch_2,Exterior2nd_2,Exterior1st_2,Heating_GasA_2,PoolArea_2
664,672,70,54.0,6629,6,6,1925,1950,0.0,551,0,121,672,672,0,1369,1,0,2,0,3,1,0,1,147,0,0,0,0,0,0,7,2009,103600,1344,3.0,2900.0,147,1,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,4,1,3,3,2,0,3,3,4,6,5,3,4,3,6,5,7,14,13,36,1806336,1874161,451584,1,9.0,8410000.0,4,3705625,3802500,0.0,0.0,0,0,303601,21609,0.0,0.0,43943641,2916.0,0.0,0.0,0,21609,451584,0,0,25,0.0,1.0,0.0,1.0,4,0.0,0.0,14641,1,49,25,0.0,0.0,1.0,9,1,1.0,1,1,4,0.0,1.0,0.0,0.0,0.0,36,0,196,169,1.0,0
665,673,20,69.0,11250,6,6,1977,1977,0.0,767,0,441,1208,0,0,1208,1,0,1,1,3,1,1,2,198,42,0,0,0,0,0,6,2006,165000,1208,2.5,2965.5,240,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,4,0,3,2,2,1,3,2,2,6,5,5,4,3,6,5,24,10,9,36,1459264,1459264,1459264,4,6.25,8794190.25,1,3908529,3908529,0.0,0.0,1,1,588289,57600,0.0,0.0,126562500,4761.0,0.0,1.0,1764,39204,0,1,1,25,1.0,0.0,0.0,1.0,4,0.0,1.0,194481,1,576,25,0.0,0.0,1.0,9,1,1.0,0,0,16,0.0,1.0,0.0,0.0,1.0,36,0,100,81,1.0,0
666,674,20,110.0,14442,6,7,1957,2004,106.0,1186,0,291,1477,0,0,1839,1,0,2,0,3,1,2,2,0,87,0,0,200,0,0,6,2007,257500,1477,3.0,2959.0,287,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,2,3,3,2,1,3,0,4,6,5,5,4,2,6,5,6,5,5,36,2181529,3381921,2181529,4,9.0,8755681.0,4,3829849,4016016,1.0,11236.0,1,4,1406596,82369,0.0,0.0,208571364,12100.0,0.0,1.0,7569,0,0,0,1,25,1.0,0.0,0.0,1.0,4,1.0,0.0,84681,1,36,25,1.0,0.0,1.0,9,1,1.0,0,0,16,0.0,1.0,0.0,0.0,1.0,36,40000,25,25,1.0,0
667,675,20,80.0,9200,6,6,1965,1965,0.0,892,0,244,1136,0,0,1136,1,0,1,0,3,1,1,1,426,0,0,0,0,0,0,7,2008,140000,1136,2.0,2947.5,426,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,4,5,3,3,2,1,3,2,4,6,5,2,4,3,6,5,12,6,6,36,1290496,1290496,1290496,1,4.0,8687756.25,1,3861225,3861225,0.0,0.0,1,1,795664,181476,0.0,0.0,84640000,6400.0,0.0,1.0,0,181476,0,0,1,25,1.0,0.0,0.0,1.0,4,0.0,0.0,59536,1,144,25,0.0,0.0,1.0,9,1,1.0,0,0,16,0.0,1.0,0.0,0.0,1.0,36,0,36,36,1.0,0
668,676,160,24.0,2289,6,6,1978,1978,0.0,311,0,544,855,586,0,1441,0,0,2,1,3,1,1,2,28,0,0,0,0,0,0,4,2009,148500,1441,2.5,2967.0,28,1,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,4,0,3,3,2,1,3,3,4,6,5,5,4,3,6,5,13,2,9,36,2076481,2076481,731025,4,6.25,8803089.0,4,3912484,3912484,0.0,0.0,1,1,96721,784,0.0,0.0,5239521,576.0,0.0,1.0,0,784,343396,1,1,25,1.0,1.0,0.0,1.0,4,0.0,0.0,295936,0,169,25,0.0,0.0,1.0,9,1,0.0,1,1,16,0.0,1.0,0.0,0.0,1.0,36,0,4,81,1.0,0
669,677,70,60.0,9600,4,2,1900,1950,0.0,0,0,1095,1095,679,0,1774,1,0,2,0,4,2,0,3,0,0,90,0,0,0,0,5,2006,87000,1774,3.0,2875.0,90,1,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,1,6,3,3,0,0,3,3,4,6,1,3,0,3,3,1,17,12,0,16,3147076,3147076,1199025,9,9.0,8265625.0,4,3610000,3802500,0.0,0.0,0,0,0,8100,0.0,0.0,92160000,3600.0,0.0,0.0,0,0,461041,0,0,1,0.0,1.0,0.0,1.0,0,0.0,0.0,1199025,1,289,1,0.0,0.0,1.0,16,1,1.0,1,1,16,0.0,0.0,0.0,0.0,1.0,9,0,144,0,0.0,0
670,678,30,52.0,9022,5,8,1924,2006,0.0,0,0,768,768,0,0,792,0,0,1,0,2,1,0,1,316,0,120,0,0,0,0,5,2009,109500,768,1.0,2927.0,436,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,6,3,2,0,1,3,3,4,6,1,3,4,2,6,1,17,13,12,25,589824,627264,589824,1,1.0,8567329.0,1,3701776,4024036,0.0,0.0,0,0,0,190096,0.0,0.0,81396484,2704.0,0.0,0.0,0,99856,0,0,1,1,1.0,0.0,0.0,1.0,0,0.0,0.0,589824,0,289,1,0.0,0.0,1.0,4,1,1.0,0,0,16,0.0,1.0,0.0,0.0,1.0,36,0,169,144,1.0,0
671,679,20,80.0,11844,8,5,2008,2008,464.0,0,0,2046,2046,0,0,2046,0,0,2,1,3,1,1,3,322,82,0,0,0,0,0,7,2009,372500,2046,2.5,3012.0,404,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,6,3,2,2,1,2,0,0,6,5,2,4,2,6,5,22,13,12,64,4186116,4186116,4186116,9,6.25,9072144.0,4,4032064,4032064,1.0,215296.0,1,1,0,163216,1.0,1.0,140280336,6400.0,1.0,1.0,6724,103684,0,1,1,25,1.0,0.0,0.0,1.0,4,1.0,1.0,4186116,0,484,25,0.0,0.0,1.0,9,1,1.0,0,0,16,0.0,1.0,0.0,0.0,1.0,36,0,169,144,1.0,0
672,680,20,69.0,9945,5,5,1961,1961,57.0,827,0,161,988,0,0,988,1,0,1,0,3,1,0,2,0,0,0,0,0,0,0,10,2007,128500,988,2.0,2941.5,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,4,5,3,3,2,1,3,3,4,6,5,3,4,3,6,5,19,14,13,25,976144,976144,976144,4,4.0,8652422.25,1,3845521,3845521,0.0,3249.0,0,0,683929,0,0.0,0.0,98903025,4761.0,0.0,0.0,0,0,0,0,1,25,1.0,0.0,0.0,1.0,4,1.0,1.0,25921,1,361,25,1.0,0.0,1.0,9,1,1.0,0,0,16,0.0,1.0,0.0,0.0,1.0,36,0,196,169,1.0,0
673,681,120,50.0,8012,6,5,1980,1980,0.0,543,119,261,923,0,0,923,0,0,2,0,2,1,1,1,80,0,0,0,0,0,0,5,2010,143000,923,2.0,2970.0,80,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,4,1,3,3,2,1,3,2,2,1,5,5,4,3,6,5,20,10,9,36,851929,851929,851929,1,4.0,8820900.0,4,3920400,3920400,0.0,0.0,1,1,294849,6400,0.0,0.0,64192144,2500.0,0.0,1.0,0,6400,0,0,1,25,1.0,0.0,0.0,1.0,4,0.0,0.0,68121,0,400,25,0.0,0.0,1.0,4,1,0.0,0,0,16,0.0,1.0,0.0,0.0,1.0,36,0,100,81,1.0,0
674,682,50,55.0,4500,5,5,1932,2000,0.0,182,0,611,793,672,0,1520,0,0,1,0,3,1,0,1,0,0,56,0,0,0,0,7,2009,159434,1465,1.0,2932.0,56,1,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,5,3,3,2,1,3,3,4,6,5,3,4,3,6,5,18,12,12,25,2146225,2310400,628849,1,1.0,8596624.0,1,3732624,4000000,0.0,0.0,0,0,33124,3136,0.0,0.0,20250000,3025.0,0.0,0.0,0,0,451584,0,1,25,0.0,0.0,0.0,1.0,4,0.0,0.0,373321,0,324,25,0.0,0.0,1.0,9,1,1.0,1,1,16,0.0,0.0,0.0,1.0,1.0,36,0,144,144,1.0,0
675,683,120,69.0,2887,6,5,1996,1997,0.0,1003,0,288,1291,0,0,1291,1,0,1,0,2,1,1,2,307,0,0,0,0,0,0,11,2008,173000,1291,2.0,2994.5,307,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,2,3,3,2,1,2,3,2,6,5,2,4,2,6,5,4,14,13,36,1666681,1666681,1666681,4,4.0,8967030.25,1,3984016,3988009,1.0,0.0,1,1,1006009,94249,0.0,0.0,8334769,4761.0,0.0,1.0,0,94249,0,0,1,25,1.0,0.0,0.0,1.0,4,0.0,0.0,82944,1,16,25,0.0,0.0,1.0,4,1,1.0,0,0,16,0.0,1.0,1.0,0.0,1.0,36,0,196,169,1.0,0
676,684,20,90.0,11248,9,5,2002,2002,215.0,1059,0,567,1626,0,0,1668,1,0,2,0,3,1,1,3,257,45,0,0,0,0,0,7,2007,285000,1626,3.0,3003.0,302,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,2,3,2,2,1,0,0,2,6,5,5,4,2,6,5,5,13,12,81,2643876,2782224,2643876,9,9.0,9018009.0,4,4008004,4008004,1.0,46225.0,1,1,1121481,91204,0.0,0.0,126517504,8100.0,1.0,1.0,2025,66049,0,0,1,25,1.0,0.0,0.0,1.0,4,1.0,1.0,321489,1,25,25,0.0,0.0,1.0,9,1,1.0,0,0,16,0.0,1.0,0.0,0.0,1.0,36,0,169,144,1.0,0
677,685,60,58.0,16770,7,5,1998,1998,30.0,0,0,1195,1195,644,0,1839,0,0,2,1,4,1,0,2,0,81,0,0,0,0,0,6,2010,221000,1839,2.5,2997.0,81,1,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,2,6,3,2,2,1,3,0,2,6,5,3,4,3,6,5,15,13,12,49,3381921,3381921,1428025,4,6.25,8982009.0,4,3992004,3992004,1.0,900.0,0,0,0,6561,0.0,0.0,281232900,3364.0,0.0,1.0,6561,0,414736,1,1,25,1.0,1.0,0.0,1.0,4,0.0,0.0,1428025,0,225,25,1.0,0.0,1.0,16,1,1.0,1,1,16,1.0,1.0,0.0,1.0,1.0,36,0,169,144,1.0,0
